GEOID,concept,total_pop,label,county,estimate,pct
45045,Black Or African American Alone,58788,Regular high school diploma,"Greenville County, South Carolina",16728,0.2845478669116146
45045,Black Or African American Alone,58788,"Some college, no degree","Greenville County, South Carolina",14012,0.23834796216915016
45045,Black Or African American Alone,58788,Total Population,"Greenville County, South Carolina",58788,1
45083,Black Or African American Alone,41396,"9th to 12th grade, no diploma","Spartanburg County, South Carolina",4546,0.10981737365929076
45083,Black Or African American Alone,41396,Associate's degree,"Spartanburg County, South Carolina",4871,0.11766837375591845
45083,Black Or African American Alone,41396,Bachelor's degree,"Spartanburg County, South Carolina",4436,0.10716011208812445
45083,Black Or African American Alone,41396,GED or alternative credential,"Spartanburg County, South Carolina",1968,0.047540825200502464
45083,Black Or African American Alone,41396,Graduate or professional degree,"Spartanburg County, South Carolina",1923,0.04645376364866171
45083,Black Or African American Alone,41396,Less than 9th grade,"Spartanburg County, South Carolina",1929,0.046598705188907144
45083,Black Or African American Alone,41396,Regular high school diploma,"Spartanburg County, South Carolina",10336,0.24968595999613488
45083,Black Or African American Alone,41396,"Some college, no degree","Spartanburg County, South Carolina",11387,0.27507488646246014
45083,Black Or African American Alone,41396,Total Population,"Spartanburg County, South Carolina",41396,1
47065,Black Or African American Alone,45571,"9th to 12th grade, no diploma","Hamilton County, Tennessee",5912,0.12973162757016524
47065,Black Or African American Alone,45571,Associate's degree,"Hamilton County, Tennessee",4646,0.1019508020451603
47065,Black Or African American Alone,45571,Bachelor's degree,"Hamilton County, Tennessee",4132,0.09067169910688816
47065,Black Or African American Alone,45571,GED or alternative credential,"Hamilton County, Tennessee",2286,0.05016348116126484
47065,Black Or African American Alone,45571,Graduate or professional degree,"Hamilton County, Tennessee",2443,0.05360865462684602
47065,Black Or African American Alone,45571,Less than 9th grade,"Hamilton County, Tennessee",1459,0.032015975071865876
47065,Black Or African American Alone,45571,Regular high school diploma,"Hamilton County, Tennessee",11955,0.2623378903249874
47065,Black Or African American Alone,45571,"Some college, no degree","Hamilton County, Tennessee",12738,0.2795198700928222
