GEOID,concept,total_pop,label,county,estimate,pct
3755000,Some Other Race Alone,NA,Total Population,"Raleigh city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,"9th to 12th grade, no diploma","Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,Associate's degree,"Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,Bachelor's degree,"Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,GED or alternative credential,"Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,Graduate or professional degree,"Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,Less than 9th grade,"Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,Regular high school diploma,"Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,"Some college, no degree","Wilmington city, North Carolina",NA,NA
3774440,Some Other Race Alone,NA,Total Population,"Wilmington city, North Carolina",NA,NA
3775000,Some Other Race Alone,4014,"9th to 12th grade, no diploma","Winston-Salem city, North Carolina",473,0.11783756851021425
3775000,Some Other Race Alone,4014,Associate's degree,"Winston-Salem city, North Carolina",98,0.024414549078226207
3775000,Some Other Race Alone,4014,Bachelor's degree,"Winston-Salem city, North Carolina",501,0.12481315396113603
3775000,Some Other Race Alone,4014,GED or alternative credential,"Winston-Salem city, North Carolina",48,0.01195814648729447
3775000,Some Other Race Alone,4014,Graduate or professional degree,"Winston-Salem city, North Carolina",0,0
3775000,Some Other Race Alone,4014,Less than 9th grade,"Winston-Salem city, North Carolina",1159,0.2887394120577977
3775000,Some Other Race Alone,4014,Regular high school diploma,"Winston-Salem city, North Carolina",842,0.20976581963129048
3775000,Some Other Race Alone,4014,"Some college, no degree","Winston-Salem city, North Carolina",893,0.22247135027404086
3775000,Some Other Race Alone,4014,Total Population,"Winston-Salem city, North Carolina",4014,1
3712000,Two Or More Races,9538,"9th to 12th grade, no diploma","Charlotte city, North Carolina",742,0.07779408681065213
3712000,Two Or More Races,9538,Associate's degree,"Charlotte city, North Carolina",1070,0.11218284755713986
3712000,Two Or More Races,9538,Bachelor's degree,"Charlotte city, North Carolina",3078,0.32270916334661354
3712000,Two Or More Races,9538,GED or alternative credential,"Charlotte city, North Carolina",277,0.029041727825539945
3712000,Two Or More Races,9538,Graduate or professional degree,"Charlotte city, North Carolina",1324,0.13881316837911511
3712000,Two Or More Races,9538,Less than 9th grade,"Charlotte city, North Carolina",82,0.008597190186621933
3712000,Two Or More Races,9538,Regular high school diploma,"Charlotte city, North Carolina",1090,0.1142797232124135
3712000,Two Or More Races,9538,"Some college, no degree","Charlotte city, North Carolina",1875,0.19658209268190396
3712000,Two Or More Races,9538,Total Population,"Charlotte city, North Carolina",9538,1
3719000,Two Or More Races,NA,"9th to 12th grade, no diploma","Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,Associate's degree,"Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,Bachelor's degree,"Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,GED or alternative credential,"Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,Graduate or professional degree,"Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,Less than 9th grade,"Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,Regular high school diploma,"Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,"Some college, no degree","Durham city, North Carolina",NA,NA
3719000,Two Or More Races,NA,Total Population,"Durham city, North Carolina",NA,NA
3728000,Two Or More Races,NA,"9th to 12th grade, no diploma","Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,Associate's degree,"Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,Bachelor's degree,"Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,GED or alternative credential,"Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,Graduate or professional degree,"Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,Less than 9th grade,"Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,Regular high school diploma,"Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,"Some college, no degree","Greensboro city, North Carolina",NA,NA
3728000,Two Or More Races,NA,Total Population,"Greensboro city, North Carolina",NA,NA
3731400,Two Or More Races,NA,"9th to 12th grade, no diploma","High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,Associate's degree,"High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,Bachelor's degree,"High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,GED or alternative credential,"High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,Graduate or professional degree,"High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,Less than 9th grade,"High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,Regular high school diploma,"High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,"Some college, no degree","High Point city, North Carolina",NA,NA
3731400,Two Or More Races,NA,Total Population,"High Point city, North Carolina",NA,NA
3755000,Two Or More Races,NA,"9th to 12th grade, no diploma","Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,Associate's degree,"Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,Bachelor's degree,"Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,GED or alternative credential,"Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,Graduate or professional degree,"Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,Less than 9th grade,"Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,Regular high school diploma,"Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,"Some college, no degree","Raleigh city, North Carolina",NA,NA
3755000,Two Or More Races,NA,Total Population,"Raleigh city, North Carolina",NA,NA
3774440,Two Or More Races,NA,"9th to 12th grade, no diploma","Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,Associate's degree,"Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,Bachelor's degree,"Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,GED or alternative credential,"Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,Graduate or professional degree,"Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,Less than 9th grade,"Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,Regular high school diploma,"Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,"Some college, no degree","Wilmington city, North Carolina",NA,NA
3774440,Two Or More Races,NA,Total Population,"Wilmington city, North Carolina",NA,NA
3775000,Two Or More Races,NA,"9th to 12th grade, no diploma","Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,Associate's degree,"Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,Bachelor's degree,"Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,GED or alternative credential,"Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,Graduate or professional degree,"Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,Less than 9th grade,"Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,Regular high school diploma,"Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,"Some college, no degree","Winston-Salem city, North Carolina",NA,NA
3775000,Two Or More Races,NA,Total Population,"Winston-Salem city, North Carolina",NA,NA
3712000,White Alone,296854,"9th to 12th grade, no diploma","Charlotte city, North Carolina",10326,0.03478477635470635
3712000,White Alone,296854,Associate's degree,"Charlotte city, North Carolina",21268,0.07164464686344128
3712000,White Alone,296854,Bachelor's degree,"Charlotte city, North Carolina",110999,0.37391781818671804
3712000,White Alone,296854,GED or alternative credential,"Charlotte city, North Carolina",4180,0.014080996045193934
3712000,White Alone,296854,Graduate or professional degree,"Charlotte city, North Carolina",55260,0.18615211518120017
3712000,White Alone,296854,Less than 9th grade,"Charlotte city, North Carolina",10757,0.03623666853065817
3712000,White Alone,296854,Regular high school diploma,"Charlotte city, North Carolina",34939,0.11769758871364375
3712000,White Alone,296854,"Some college, no degree","Charlotte city, North Carolina",49125,0.16548539012443828
3712000,White Alone,296854,Total Population,"Charlotte city, North Carolina",296854,1
3719000,White Alone,98513,"9th to 12th grade, no diploma","Durham city, North Carolina",2443,0.024798757524387646
3719000,White Alone,98513,Associate's degree,"Durham city, North Carolina",5605,0.05689604417691066
3719000,White Alone,98513,Bachelor's degree,"Durham city, North Carolina",30168,0.306233695045324
3719000,White Alone,98513,GED or alternative credential,"Durham city, North Carolina",1480,0.015023397927177124
3719000,White Alone,98513,Graduate or professional degree,"Durham city, North Carolina",27402,0.27815618243277535
3719000,White Alone,98513,Less than 9th grade,"Durham city, North Carolina",7180,0.07288378183589983
3719000,White Alone,98513,Regular high school diploma,"Durham city, North Carolina",10989,0.11154872960929015
3719000,White Alone,98513,"Some college, no degree","Durham city, North Carolina",13246,0.13445941144823526
3719000,White Alone,98513,Total Population,"Durham city, North Carolina",98513,1
3728000,White Alone,102731,"9th to 12th grade, no diploma","Greensboro city, North Carolina",4052,0.03944281667656306
3728000,White Alone,102731,Associate's degree,"Greensboro city, North Carolina",9139,0.08896048904420283
3728000,White Alone,102731,Bachelor's degree,"Greensboro city, North Carolina",33019,0.32141223194556656
3728000,White Alone,102731,GED or alternative credential,"Greensboro city, North Carolina",2563,0.024948652305535817
3728000,White Alone,102731,Graduate or professional degree,"Greensboro city, North Carolina",18624,0.18128899747885255
3728000,White Alone,102731,Less than 9th grade,"Greensboro city, North Carolina",3651,0.03553941848127634
3728000,White Alone,102731,Regular high school diploma,"Greensboro city, North Carolina",13167,0.12816968587865396
3728000,White Alone,102731,"Some college, no degree","Greensboro city, North Carolina",18516,0.1802377081893489
3728000,White Alone,102731,Total Population,"Greensboro city, North Carolina",102731,1
3731400,White Alone,37832,"9th to 12th grade, no diploma","High Point city, North Carolina",2355,0.06224888982871643
3731400,White Alone,37832,Associate's degree,"High Point city, North Carolina",2804,0.0741171495030662
3731400,White Alone,37832,Bachelor's degree,"High Point city, North Carolina",10517,0.2779921759357158
3731400,White Alone,37832,GED or alternative credential,"High Point city, North Carolina",1427,0.03771939099175301
3731400,White Alone,37832,Graduate or professional degree,"High Point city, North Carolina",4546,0.12016282512159018
3731400,White Alone,37832,Less than 9th grade,"High Point city, North Carolina",1004,0.02653838020723197
3731400,White Alone,37832,Regular high school diploma,"High Point city, North Carolina",7690,0.20326707549164727
3731400,White Alone,37832,"Some college, no degree","High Point city, North Carolina",7489,0.19795411292027912
3731400,White Alone,37832,Total Population,"High Point city, North Carolina",37832,1
3755000,White Alone,192220,"9th to 12th grade, no diploma","Raleigh city, North Carolina",4308,0.02241181978982416
3755000,White Alone,192220,Associate's degree,"Raleigh city, North Carolina",13309,0.06923837269795026
3755000,White Alone,192220,Bachelor's degree,"Raleigh city, North Carolina",80568,0.4191447299968786
3755000,White Alone,192220,GED or alternative credential,"Raleigh city, North Carolina",2561,0.013323275413588596
3755000,White Alone,192220,Graduate or professional degree,"Raleigh city, North Carolina",44194,0.2299136406201228
3755000,White Alone,192220,Less than 9th grade,"Raleigh city, North Carolina",2022,0.010519196753719696
3755000,White Alone,192220,Regular high school diploma,"Raleigh city, North Carolina",17666,0.09190510872958069
3755000,White Alone,192220,"Some college, no degree","Raleigh city, North Carolina",27592,0.14354385599833525
3755000,White Alone,192220,Total Population,"Raleigh city, North Carolina",192220,1
3774440,White Alone,62360,"9th to 12th grade, no diploma","Wilmington city, North Carolina",2629,0.042158434894162926
3774440,White Alone,62360,Associate's degree,"Wilmington city, North Carolina",5451,0.08741180243745991
3774440,White Alone,62360,Bachelor's degree,"Wilmington city, North Carolina",20796,0.33348300192431046
3774440,White Alone,62360,GED or alternative credential,"Wilmington city, North Carolina",2006,0.032168056446440024
3774440,White Alone,62360,Graduate or professional degree,"Wilmington city, North Carolina",8227,0.13192751763951252
3774440,White Alone,62360,Less than 9th grade,"Wilmington city, North Carolina",662,0.010615779345734445
3774440,White Alone,62360,Regular high school diploma,"Wilmington city, North Carolina",9592,0.15381654906991662
3774440,White Alone,62360,"Some college, no degree","Wilmington city, North Carolina",12997,0.20841885824246312
3774440,White Alone,62360,Total Population,"Wilmington city, North Carolina",62360,1
3775000,White Alone,94676,"9th to 12th grade, no diploma","Winston-Salem city, North Carolina",3891,0.04109806075457349
3775000,White Alone,94676,Associate's degree,"Winston-Salem city, North Carolina",6927,0.07316532172884363
3775000,White Alone,94676,Bachelor's degree,"Winston-Salem city, North Carolina",23640,0.2496936921711944
3775000,White Alone,94676,GED or alternative credential,"Winston-Salem city, North Carolina",2697,0.028486628078921796
3775000,White Alone,94676,Graduate or professional degree,"Winston-Salem city, North Carolina",17459,0.184407875279902
3775000,White Alone,94676,Less than 9th grade,"Winston-Salem city, North Carolina",4778,0.05046685538045545
3775000,White Alone,94676,Regular high school diploma,"Winston-Salem city, North Carolina",16686,0.1762431872913938
3775000,White Alone,94676,"Some college, no degree","Winston-Salem city, North Carolina",18598,0.19643837931471544
3775000,White Alone,94676,Total Population,"Winston-Salem city, North Carolina",94676,1
3712000,"White Alone, Not Hispanic Or Latino",264327,"9th to 12th grade, no diploma","Charlotte city, North Carolina",5968,0.022578094557120537
3712000,"White Alone, Not Hispanic Or Latino",264327,Associate's degree,"Charlotte city, North Carolina",19716,0.07458942900271255
3712000,"White Alone, Not Hispanic Or Latino",264327,Bachelor's degree,"Charlotte city, North Carolina",105742,0.40004237175922247
3712000,"White Alone, Not Hispanic Or Latino",264327,GED or alternative credential,"Charlotte city, North Carolina",3814,0.014429097292368923
3712000,"White Alone, Not Hispanic Or Latino",264327,Graduate or professional degree,"Charlotte city, North Carolina",53856,0.2037476307755167
3712000,"White Alone, Not Hispanic Or Latino",264327,Less than 9th grade,"Charlotte city, North Carolina",3298,0.012476969813904747
3712000,"White Alone, Not Hispanic Or Latino",264327,Regular high school diploma,"Charlotte city, North Carolina",27923,0.10563809221154101
3712000,"White Alone, Not Hispanic Or Latino",264327,"Some college, no degree","Charlotte city, North Carolina",44010,0.16649831458761308
3712000,"White Alone, Not Hispanic Or Latino",264327,Total Population,"Charlotte city, North Carolina",264327,1
3719000,"White Alone, Not Hispanic Or Latino",84614,"9th to 12th grade, no diploma","Durham city, North Carolina",1241,0.014666603635332214
3719000,"White Alone, Not Hispanic Or Latino",84614,Associate's degree,"Durham city, North Carolina",5384,0.06363013212943484
3719000,"White Alone, Not Hispanic Or Latino",84614,Bachelor's degree,"Durham city, North Carolina",29397,0.3474247760417898
3719000,"White Alone, Not Hispanic Or Latino",84614,GED or alternative credential,"Durham city, North Carolina",1473,0.017408466684000284
3719000,"White Alone, Not Hispanic Or Latino",84614,Graduate or professional degree,"Durham city, North Carolina",26605,0.3144278724560947
3719000,"White Alone, Not Hispanic Or Latino",84614,Less than 9th grade,"Durham city, North Carolina",905,0.010695629564847424
3719000,"White Alone, Not Hispanic Or Latino",84614,Regular high school diploma,"Durham city, North Carolina",7373,0.08713688042167962
3719000,"White Alone, Not Hispanic Or Latino",84614,"Some college, no degree","Durham city, North Carolina",12236,0.1446096390668211
3719000,"White Alone, Not Hispanic Or Latino",84614,Total Population,"Durham city, North Carolina",84614,1
3728000,"White Alone, Not Hispanic Or Latino",93273,"9th to 12th grade, no diploma","Greensboro city, North Carolina",2791,0.02992291445541582
3728000,"White Alone, Not Hispanic Or Latino",93273,Associate's degree,"Greensboro city, North Carolina",8340,0.08941494323116014
3728000,"White Alone, Not Hispanic Or Latino",93273,Bachelor's degree,"Greensboro city, North Carolina",31641,0.3392300022514554
3728000,"White Alone, Not Hispanic Or Latino",93273,GED or alternative credential,"Greensboro city, North Carolina",2438,0.02613832513160293
3728000,"White Alone, Not Hispanic Or Latino",93273,Graduate or professional degree,"Greensboro city, North Carolina",18173,0.19483666227096802
3728000,"White Alone, Not Hispanic Or Latino",93273,Less than 9th grade,"Greensboro city, North Carolina",954,0.010228040268888103
3728000,"White Alone, Not Hispanic Or Latino",93273,Regular high school diploma,"Greensboro city, North Carolina",11944,0.12805420646918186
3728000,"White Alone, Not Hispanic Or Latino",93273,"Some college, no degree","Greensboro city, North Carolina",16992,0.1821749059213277
3728000,"White Alone, Not Hispanic Or Latino",93273,Total Population,"Greensboro city, North Carolina",93273,1
3731400,"White Alone, Not Hispanic Or Latino",35439,"9th to 12th grade, no diploma","High Point city, North Carolina",1961,0.05533451846835407
3731400,"White Alone, Not Hispanic Or Latino",35439,Associate's degree,"High Point city, North Carolina",2758,0.07782386636191767
3731400,"White Alone, Not Hispanic Or Latino",35439,Bachelor's degree,"High Point city, North Carolina",9944,0.28059482491040943
3731400,"White Alone, Not Hispanic Or Latino",35439,GED or alternative credential,"High Point city, North Carolina",1159,0.032704083072321456
3731400,"White Alone, Not Hispanic Or Latino",35439,Graduate or professional degree,"High Point city, North Carolina",4419,0.12469313468212986
3731400,"White Alone, Not Hispanic Or Latino",35439,Less than 9th grade,"High Point city, North Carolina",815,0.0229972629024521
3731400,"White Alone, Not Hispanic Or Latino",35439,Regular high school diploma,"High Point city, North Carolina",7029,0.1983408109709642
3731400,"White Alone, Not Hispanic Or Latino",35439,"Some college, no degree","High Point city, North Carolina",7354,0.2075114986314512
3731400,"White Alone, Not Hispanic Or Latino",35439,Total Population,"High Point city, North Carolina",35439,1
3755000,"White Alone, Not Hispanic Or Latino",181284,"9th to 12th grade, no diploma","Raleigh city, North Carolina",3364,0.018556519052977647
3755000,"White Alone, Not Hispanic Or Latino",181284,Associate's degree,"Raleigh city, North Carolina",12381,0.06829615410074799
3755000,"White Alone, Not Hispanic Or Latino",181284,Bachelor's degree,"Raleigh city, North Carolina",77689,0.428548575715452
3755000,"White Alone, Not Hispanic Or Latino",181284,GED or alternative credential,"Raleigh city, North Carolina",1921,0.010596632907482183
3755000,"White Alone, Not Hispanic Or Latino",181284,Graduate or professional degree,"Raleigh city, North Carolina",42601,0.23499591800710487
3755000,"White Alone, Not Hispanic Or Latino",181284,Less than 9th grade,"Raleigh city, North Carolina",778,0.004291608746497208
3755000,"White Alone, Not Hispanic Or Latino",181284,Regular high school diploma,"Raleigh city, North Carolina",16479,0.09090156880916131
3755000,"White Alone, Not Hispanic Or Latino",181284,"Some college, no degree","Raleigh city, North Carolina",26071,0.14381302266057677
3755000,"White Alone, Not Hispanic Or Latino",181284,Total Population,"Raleigh city, North Carolina",181284,1
3774440,"White Alone, Not Hispanic Or Latino",58844,"9th to 12th grade, no diploma","Wilmington city, North Carolina",2492,0.04234926245666508
3774440,"White Alone, Not Hispanic Or Latino",58844,Associate's degree,"Wilmington city, North Carolina",5386,0.09153014750866699
3774440,"White Alone, Not Hispanic Or Latino",58844,Bachelor's degree,"Wilmington city, North Carolina",20326,0.34542179321596084
3774440,"White Alone, Not Hispanic Or Latino",58844,GED or alternative credential,"Wilmington city, North Carolina",1597,0.02713955543470872
3774440,"White Alone, Not Hispanic Or Latino",58844,Graduate or professional degree,"Wilmington city, North Carolina",8147,0.138450819114948
3774440,"White Alone, Not Hispanic Or Latino",58844,Less than 9th grade,"Wilmington city, North Carolina",532,0.009040853782883556
3774440,"White Alone, Not Hispanic Or Latino",58844,Regular high school diploma,"Wilmington city, North Carolina",8035,0.1365474814764462
3774440,"White Alone, Not Hispanic Or Latino",58844,"Some college, no degree","Wilmington city, North Carolina",12329,0.2095200870097206
3774440,"White Alone, Not Hispanic Or Latino",58844,Total Population,"Wilmington city, North Carolina",58844,1
3775000,"White Alone, Not Hispanic Or Latino",82862,"9th to 12th grade, no diploma","Winston-Salem city, North Carolina",2556,0.030846467620863606
3775000,"White Alone, Not Hispanic Or Latino",82862,Associate's degree,"Winston-Salem city, North Carolina",6183,0.07461803963215949
3775000,"White Alone, Not Hispanic Or Latino",82862,Bachelor's degree,"Winston-Salem city, North Carolina",22302,0.2691462914242958
3775000,"White Alone, Not Hispanic Or Latino",82862,GED or alternative credential,"Winston-Salem city, North Carolina",2454,0.02961550529796529
3775000,"White Alone, Not Hispanic Or Latino",82862,Graduate or professional degree,"Winston-Salem city, North Carolina",17325,0.20908257102169872
3775000,"White Alone, Not Hispanic Or Latino",82862,Less than 9th grade,"Winston-Salem city, North Carolina",1217,0.014687070068306341
3775000,"White Alone, Not Hispanic Or Latino",82862,Regular high school diploma,"Winston-Salem city, North Carolina",13420,0.16195602326760156
3775000,"White Alone, Not Hispanic Or Latino",82862,"Some college, no degree","Winston-Salem city, North Carolina",17405,0.21004803166710917
3775000,"White Alone, Not Hispanic Or Latino",82862,Total Population,"Winston-Salem city, North Carolina",82862,1
