GEOID,Name,Variable,survey_year_2012,survey_year_2013,survey_year_2014,survey_year_2015,survey_year_2016,survey_year_2017
37081016406,"Census Tract 164.06, Guilford County, North Carolina",B992707_002,168,296,338,476,489,616
37081016407,"Census Tract 164.07, Guilford County, North Carolina",B992707_002,130,159,164,189,332,382
37081016408,"Census Tract 164.08, Guilford County, North Carolina",B992707_002,403,309,278,300,297,347
37081016409,"Census Tract 164.09, Guilford County, North Carolina",B992707_002,346,284,373,425,313,347
37081016410,"Census Tract 164.10, Guilford County, North Carolina",B992707_002,349,385,367,488,559,653
37081016502,"Census Tract 165.02, Guilford County, North Carolina",B992707_002,711,551,474,636,531,596
37081016503,"Census Tract 165.03, Guilford County, North Carolina",B992707_002,207,202,339,458,516,561
37081016505,"Census Tract 165.05, Guilford County, North Carolina",B992707_002,236,187,265,351,427,527
37081016506,"Census Tract 165.06, Guilford County, North Carolina",B992707_002,152,212,239,429,556,535
37081016600,"Census Tract 166, Guilford County, North Carolina",B992707_002,226,350,366,318,430,406
37081016701,"Census Tract 167.01, Guilford County, North Carolina",B992707_002,200,421,389,454,515,826
37081016702,"Census Tract 167.02, Guilford County, North Carolina",B992707_002,323,345,242,285,324,503
37081016800,"Census Tract 168, Guilford County, North Carolina",B992707_002,565,693,702,886,1327,1303
37081016900,"Census Tract 169, Guilford County, North Carolina",B992707_002,379,470,458,468,501,417
37081017000,"Census Tract 170, Guilford County, North Carolina",B992707_002,430,441,477,349,441,442
37081017100,"Census Tract 171, Guilford County, North Carolina",B992707_002,539,612,538,769,886,1044
37081017200,"Census Tract 172, Guilford County, North Carolina",B992707_002,424,578,538,788,1100,1365
37081980100,"Census Tract 9801, Guilford County, North Carolina",B992707_002,0,0,0,0,0,0
